SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Melidectes belfordi x rufocrissalis,Belford's x Yellow-browed Melidectes (hybrid),x00742,hybrid,17853.0,YBME BEME,MERU MEBE,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Phylidonyris novaehollandiae x niger,New Holland x White-cheeked Honeyeater (hybrid),x00923,hybrid,18111.0,NHHO WCHO,PHNO PHNI,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
Pericrocotus cantonensis x roseus,Brown-rumped x Rosy Minivet (hybrid),rosmin3,hybrid,18643.0,BRMI SWMI ROMI,PECA PERO,,Passeriformes,Cuckooshrikes,Campephagidae,,,,campep2
Vireo atricapilla x griseus,Black-capped x White-eyed Vireo (hybrid),x01067,hybrid,19173.0,WEVI BCVI,VIAT VIGR,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo flavifrons x solitarius,Yellow-throated x Blue-headed Vireo (hybrid),x00411,hybrid,19229.0,BHVI YTVI,VIFL VISO,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo flavifrons x plumbeus,Yellow-throated x Plumbeous Vireo (hybrid),x01238,hybrid,19238.0,PLVI YTVI,VIFL VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo solitarius x plumbeus,Blue-headed x Plumbeous Vireo (hybrid),x00412,hybrid,19239.0,PLVI BHVI,VISO VIPL,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo philadelphicus x olivaceus,Philadelphia x Red-eyed Vireo (hybrid),x00889,hybrid,19268.0,REVI PHVI,VIOL VIPH,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gilvus x olivaceus,Eastern Warbling x Red-eyed Vireo (hybrid),x01239,hybrid,19269.0,REVI EAWV EWVI WAVI,VIOL VIGI,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo swainsoni x olivaceus,Western Warbling x Red-eyed Vireo (hybrid),x01240,hybrid,19270.0,REVI WWVI WAVI WEWV,VIOL VISW,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Vireo gilvus/swainsoni x olivaceus,Eastern/Western Warbling x Red-eyed Vireo (hybrid),x00890,hybrid,19271.0,REVI UWVI WAVI WEWV EWVI WWVI EAWV,VIOL VIGI VISW,,Passeriformes,"Vireos, Shrike-Babblers, and Erpornis",Vireonidae,,,,vireon1
Pachycephala orioloides x melanura,Oriole x Black-tailed Whistler (hybrid),x01158,hybrid,19493.0,BTWH ORWH MGWH,PAME PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Artamus personatus x superciliosus,Masked x White-browed Woodswallow (hybrid),x00962,hybrid,19751.0,WBWO MAWO,ARPE ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Rhipidura albicollis x albogularis,White-throated x Spot-breasted Fantail (hybrid),x00812,hybrid,20291.0,WTFA SBFA WSFA,RHAL,,Passeriformes,Fantails,Rhipiduridae,,,,rhipid1
Parotia sefilata x Lophorina superba,Western Parotia x Vogelkop Lophorina (hybrid),x01194,hybrid,20601.0,VOLO WSBO WEPA,LOSU PASE,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Parotia carolae x Lophorina latipennis,Carola's Parotia x Greater Lophorina (hybrid),x01195,hybrid,20606.0,CAPA CSBO QCPA GRLO,PACA LOLA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Astrapia stephaniae x mayeri,Stephanie's x Ribbon-tailed Astrapia (hybrid),x00413,hybrid,20634.0,PSAS STAS RTAS,ASMA ASST,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Paradisaea minor x raggiana,Lesser x Raggiana Bird-of-Paradise (hybrid),x00814,hybrid,20659.0,LBOP RBOP,PAMI PARA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Paradisaea raggiana x apoda,Raggiana x Greater Bird-of-Paradise (hybrid),x00929,hybrid,20664.0,GBOP RBOP,PAAP PARA,,Passeriformes,Birds-of-Paradise,Paradisaeidae,,,,paradi7
Hypothymis azurea x Terpsiphone affinis,Black-naped Monarch x Blyth's Paradise-Flycatcher (hybrid),x00463,hybrid,20740.0,BNMO OPFL BPFL ORPF BLPF,HYAZ TEAF,,Passeriformes,Monarch Flycatchers,Monarchidae,,,,monarc2
Terpsiphone rufiventer x viridis,Black-headed x African Paradise-Flycatcher (hybrid),x00862,hybrid,20792.0,RBPF APFL BHPF AFPF,TERU TEVI,,Passeriformes,Monarch Flycatchers,Monarchidae,,,,monarc2
Terpsiphone rufocinerea x viridis,Rufous-vented x African Paradise-Flycatcher (hybrid),x01159,hybrid,20793.0,RVPF AFPF APFL,TEVI TERU,,Passeriformes,Monarch Flycatchers,Monarchidae,,,,monarc2
Monarcha melanopsis x frater,Black-faced x Black-winged Monarch (hybrid),x00963,hybrid,20886.0,BWMO BFMO,MOME MOFR,,Passeriformes,Monarch Flycatchers,Monarchidae,,,,monarc2
Arses telescopthalmus x insularis,Frilled x Ochre-collared Monarch (hybrid),x00813,hybrid,20943.0,OCMO FRMO,ARTE ARIN,,Passeriformes,Monarch Flycatchers,Monarchidae,,,,monarc2
Lanius collurio x phoenicuroides,Red-backed x Red-tailed Shrike (hybrid),x00860,hybrid,21047.0,TUSH RTSH RBSH,LACO LAPH,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius tigrinus x cristatus,Tiger x Brown Shrike (hybrid),x00464,hybrid,21060.0,TISH BRSH BROS,LATI LACR,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Lanius collurio x senator,Red-backed x Woodchat Shrike (hybrid),x00861,hybrid,21165.0,WOSH RBSH,LASE LACO,,Passeriformes,Shrikes,Laniidae,,,,laniid1
Cyanocorax colliei x formosus,Black-throated x White-throated Magpie-Jay (hybrid),x00443,hybrid,21220.0,BTMJ WTMJ,CYFO CYCO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocorax yncas x Cyanocitta cristata,Green x Blue Jay (hybrid),bxgjay1,hybrid,21299.0,BLJA GRJA,CYYN CYCR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri x cristata,Steller's x Blue Jay (hybrid),x00622,hybrid,21300.0,BLJA STJA,CYST CYCR,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri x Aphelocoma californica,Steller's Jay x California Scrub-Jay (hybrid),x00964,hybrid,21308.0,CSJA CASJ WSJA STJA,CYST APCA,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Cyanocitta stelleri x Aphelocoma woodhouseii,Steller's Jay x Woodhouse's Scrub-Jay (hybrid),x00891,hybrid,21319.0,STJA WSJA WOSJ,CYST APWO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Corvus splendens x ossifragus,House x Fish Crow (hybrid),x00465,hybrid,21571.0,FICR HOCR,COSP COOS,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Corvus corone x cornix,Carrion x Hooded Crow (hybrid),x00636,hybrid,21585.0,HCRW CACR HOCR,COCO,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Corvus albus x edithae,Pied x Somali Crow (hybrid),x00466,hybrid,21619.0,PICR SOCR DWRA,COED COAL,,Passeriformes,"Crows, Jays, and Magpies",Corvidae,,,,corvid1
Poecile carolinensis x atricapillus,Carolina x Black-capped Chickadee (hybrid),x00195,hybrid,22075.0,CACH BCCH,POCA POAT,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile atricapillus x gambeli,Black-capped x Mountain Chickadee (hybrid),x00623,hybrid,22086.0,BCCH MOCH,POGA POAT,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile gambeli x sclateri,Mountain x Mexican Chickadee (hybrid),x01055,hybrid,22093.0,MECH MOCH,POGA POSC,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile gambeli x rufescens,Mountain x Chestnut-backed Chickadee (hybrid),x01012,hybrid,22098.0,CBCH MOCH,POGA PORU,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile atricapillus x hudsonicus,Black-capped x Boreal Chickadee (hybrid),x00708,hybrid,22105.0,BOCH BCCH,POHU POAT,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile gambeli x hudsonicus,Mountain x Boreal Chickadee (hybrid),x00637,hybrid,22106.0,BOCH MOCH,POGA POHU,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile montanus x cinctus,Willow Tit x Gray-headed Chickadee (hybrid),x00743,hybrid,22112.0,SITI GHCH WITI,POMO POCI,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Cyanistes caeruleus x cyanus,Eurasian Blue x Azure Tit (hybrid),x00965,hybrid,22143.0,AZTI EBTI,CYCY CYCA,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile carolinensis x Baeolophus bicolor,Carolina Chickadee x Tufted Titmouse (hybrid),x00709,hybrid,22161.0,CACH TUTI,BABI POCA,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Poecile atricapillus x Baeolophus bicolor,Black-capped Chickadee x Tufted Titmouse (hybrid),x00642,hybrid,22162.0,BCCH TUTI,BABI POAT,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Baeolophus bicolor x atricristatus,Tufted x Black-crested Titmouse (hybrid),bcxtit1,hybrid,22167.0,TUTI BCTI,BABI BAAT,,Passeriformes,"Tits, Chickadees, and Titmice",Paridae,,,,parida1
Remiz pendulinus x macronyx,Eurasian x Black-headed Penduline-Tit (hybrid),x01080,hybrid,22286.0,EUPT EPTI BHPT,REMA REPE,,Passeriformes,Penduline-Tits,Remizidae,,,,remizi1
Calendulauda albescens x erythrochlamys,Karoo x Dune Lark (hybrid),x00863,hybrid,22472.0,KALA DULA,CAER CAAL,,Passeriformes,Larks,Alaudidae,,,,alaudi1
Calamonastes undosus x stierlingi,Miombo x Stierling's Wren-Warbler (hybrid),x00966,hybrid,23009.0,MWWA MIWW SWWA PWWA STWW,CAUN CAST,,Passeriformes,Cisticolas and Allies,Cisticolidae,,,,cistic2
Prinia flavicans x maculosa,Black-chested x Karoo Prinia (hybrid),x01241,hybrid,23315.0,BCPR KAPR,PRFL PRMA,,Passeriformes,Cisticolas and Allies,Cisticolidae,,,,cistic2
Tachycineta bicolor x thalassina,Tree x Violet-green Swallow (hybrid),x00716,hybrid,24077.0,TRSW VGSW TRES,TATH TABI,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Progne cryptoleuca x dominicensis,Cuban x Caribbean Martin (hybrid),y01264,hybrid,24089.0,CAMA CUMA,PRDO PRCR,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Tachycineta thalassina x Stelgidopteryx serripennis,Violet-green x Northern Rough-winged Swallow (hybrid),x00715,hybrid,24115.0,NRWS VGSW,STSE TATH,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Tachycineta bicolor x Hirundo rustica,Tree x Barn Swallow (hybrid),x00666,hybrid,24196.0,TRES TRSW BASW BARS,HIRU TABI,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Riparia riparia x Hirundo rustica,Bank x Barn Swallow (hybrid),x00710,hybrid,24197.0,BANS CSMA SAMA BASW BARS,RIRI HIRU,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Hirundo rustica x Delichon urbicum,Barn Swallow x Western House-Martin (hybrid),x00659,hybrid,24217.0,NHMA WEHM WHMA BASW BARS,DEUR HIRU,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Hirundo rustica x Cecropis rufula,Barn x European Red-rumped Swallow (hybrid),x00658,hybrid,24231.0,RRSW BASW BARS ERRS,HIRU CERU,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Hirundo rustica x Petrochelidon pyrrhonota,Barn x Cliff Swallow (hybrid),x00717,hybrid,24287.0,ACSW CLSW BASW BARS,HIRU PEPY,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Tachycineta thalassina x Petrochelidon pyrrhonota,Violet-green x Cliff Swallow (hybrid),x00661,hybrid,24288.0,ACSW VGSW CLSW,TATH PEPY,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Hirundo rustica x Petrochelidon fulva,Barn x Cave Swallow (hybrid),x00660,hybrid,24297.0,BASW CASW BARS,PEFU HIRU,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Petrochelidon pyrrhonota x fulva,Cliff x Cave Swallow (hybrid),x00892,hybrid,24298.0,ACSW CASW CLSW,PEFU PEPY,,Passeriformes,Swallows,Hirundinidae,,,,hirund2
Pycnonotus sinensis x taivanus,Light-vented x Styan's Bulbul (hybrid),x00744,hybrid,24718.0,LVBU STBU CHBU,PYSI PYTA,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Pycnonotus jocosus x goiavier,Red-whiskered x Yellow-vented Bulbul (hybrid),x01196,hybrid,24753.0,YVBU RWBU,PYGO PYJO,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Pycnonotus jocosus x cafer,Red-whiskered x Red-vented Bulbul (hybrid),x01024,hybrid,24763.0,RVBU RWBU,PYCA PYJO,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Pycnonotus cafer x aurigaster,Red-vented x Sooty-headed Bulbul (hybrid),x00967,hybrid,24775.0,RVBU SHBU,PYAU PYCA,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Pycnonotus cafer x leucotis,Red-vented x White-eared Bulbul (hybrid),x01044,hybrid,24779.0,WEBU RVBU,PYCA PYLE,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Pycnonotus barbatus x nigricans,Common x Black-fronted Bulbul (hybrid),x01242,hybrid,24785.0,AREB BFBU COBU CBSP DCBU DCBS,PYBA PYNI,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Pycnonotus nigricans x capensis,Black-fronted x Cape Bulbul (hybrid),x01243,hybrid,24787.0,AREB BFBU CABU,PYNI PYCA,,Passeriformes,Bulbuls,Pycnonotidae,,,,pycnon4
Phylloscopus sibilatrix x bonelli,Wood x Western Bonelli's Warbler (hybrid),x01019,hybrid,24794.0,WBWA WOWA,PHBO PHSI,,Passeriformes,Leaf Warblers,Phylloscopidae,,,,phyllo4
Phylloscopus trochilus x collybita,Willow Warbler x Common Chiffchaff (hybrid),x01077,hybrid,24861.0,WIWA WILW CCHI COCH,PHCO PHTR,,Passeriformes,Leaf Warblers,Phylloscopidae,,,,phyllo4
Aegithalos caudatus x glaucogularis,Long-tailed x Silver-throated Tit (hybrid),x01197,hybrid,25232.0,STTI STBU LTTI,AECA AEGL,,Passeriformes,Long-tailed Tits,Aegithalidae,,,,aegith2
Paradoxornis gularis x margaritae,Gray-headed x Black-headed Parrotbill (hybrid),x00815,hybrid,25455.0,BHPA GHPA,PAMA PAGU,,Passeriformes,Parrotbills,Paradoxornithidae,,,,parado1
Suthora webbiana x alphonsiana,Vinous-throated x Ashy-throated Parrotbill (hybrid),x00467,hybrid,25514.0,ATPA VTPA,SUAL SUWE,,Passeriformes,Parrotbills,Paradoxornithidae,,,,parado1
Zosterops pallidus x virens,Orange River x Cape White-eye (hybrid),x00968,hybrid,25706.0,ORWE CWEY CAWE,ZOPA ZOVI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Zosterops citrinella x lateralis,Ashy-bellied White-eye x Silvereye (hybrid),x01127,hybrid,25789.0,ABWE SILV,ZOLA ZOCI,,Passeriformes,"White-eyes, Yuhinas, and Allies",Zosteropidae,,,,zoster2
Actinodura nipalensis x waldeni,Hoary-throated x Streak-throated Barwing (hybrid),x01198,hybrid,26533.0,HTBA STBA,ACWA ACNI,,Passeriformes,Laughingthrushes and Allies,Leiothrichidae,,,,leioth1
Garrulax canorus x taewanus,Chinese x Taiwan Hwamei (hybrid),x00816,hybrid,26718.0,HWAM CHHW TAHW,GACA GATA,,Passeriformes,Laughingthrushes and Allies,Leiothrichidae,,,,leioth1
Polioptila melanura x nigriceps,Black-tailed x Black-capped Gnatcatcher (hybrid),x00643,hybrid,27144.0,BTGN BCGN,POME PONI,,Passeriformes,Gnatcatchers,Polioptilidae,,,,poliop1
Troglodytes aedon x Thryothorus ludovicianus,Northern House x Carolina Wren (hybrid),x01068,hybrid,27361.0,NHWR HOWR CARW CBWR CAWR,TRAE THLU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus albobrunneus x zonatus,White-headed x Band-backed Wren (hybrid),x00969,hybrid,27394.0,BBWR WHWR BABW,CAZO CAAL,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius genibarbis x coraya,Moustached x Coraya Wren (hybrid),x00970,hybrid,27481.0,COWR MOWR,PHCO PHGE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Buphagus erythroryncha x africanus,Red-billed x Yellow-billed Oxpecker (hybrid),x01244,hybrid,27684.0,RBOX YBOX,BUER BUAF,,Passeriformes,Oxpeckers,Buphagidae,,,,buphag1
Gracupica contra x Sturnia malabarica,Indian Pied x Chestnut-tailed Starling (hybrid),x01027,hybrid,27850.0,IPMY CTST IPST,GRCO STMA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres burmannicus x fuscus,Burmese x Jungle Myna (hybrid),x01056,hybrid,27876.0,BUMY JUMY BUST,ACFU ACBU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres fuscus x javanicus,Jungle x Javan Myna (hybrid),x01028,hybrid,27879.0,JUMY JAMY,ACJA ACFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica nigricollis x Acridotheres grandis,Black-collared Starling x Great Myna (hybrid),x00468,hybrid,27883.0,BCST GRMY,GRNI ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Gracupica floweri x Acridotheres grandis,Siamese Pied Starling x Great Myna (hybrid),x01136,hybrid,27884.0,SPST TPST GRMY SPMY,GRFL ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres tristis x grandis,Common x Great Myna (hybrid),x00469,hybrid,27885.0,GRMY COMY,ACTR ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres leucocephalus x grandis,Vinous-breasted x Great Myna (hybrid),x01160,hybrid,27886.0,VBMY VBST GRMY,ACLE ACGR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres fuscus x grandis,Jungle x Great Myna (hybrid),x01029,hybrid,27887.0,JUMY GRMY,ACGR ACFU,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres javanicus x grandis,Javan x Great Myna (hybrid),x00893,hybrid,27888.0,JAMY GRMY,ACGR ACJA,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Spodiopsar cineraceus x Acridotheres cristatellus,White-cheeked Starling x Crested Myna (hybrid),x01083,hybrid,27893.0,CRMY WCST,SPCI ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres tristis x cristatellus,Common x Crested Myna (hybrid),x01030,hybrid,27894.0,CRMY COMY,ACTR ACCR,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Acridotheres albocinctus x cristatellus,Collared x Crested Myna (hybrid),x01031,hybrid,27895.0,CRMY COMY,ACCR ACAL,,Passeriformes,Starlings,Sturnidae,,,,sturni1
Toxostoma curvirostre x longirostre,Curve-billed x Long-billed Thrasher (hybrid),x00971,hybrid,28043.0,CBTH LBTH,TOLO TOCU,,Passeriformes,Mockingbirds and Thrashers,Mimidae,,,,mimida2
Toxostoma redivivum x crissale,California x Crissal Thrasher (hybrid),x00470,hybrid,28067.0,CRTH CATH,TORE TOCR,,Passeriformes,Mockingbirds and Thrashers,Mimidae,,,,mimida2
Mimus thenca x saturninus,Chilean x Chalk-browed Mockingbird (hybrid),x01245,hybrid,28077.0,CHMO CBMO,MITH MISA,,Passeriformes,Mockingbirds and Thrashers,Mimidae,,,,mimida2
Mimus gundlachii x polyglottos,Bahama x Northern Mockingbird (hybrid),x00907,hybrid,28118.0,BAMO NOMO,MIGU MIPO,,Passeriformes,Mockingbirds and Thrashers,Mimidae,,,,mimida2
Mimus gilvus x polyglottos,Tropical x Northern Mockingbird (hybrid),x00703,hybrid,28119.0,TRMO NOMO,MIGI MIPO,,Passeriformes,Mockingbirds and Thrashers,Mimidae,,,,mimida2
Sialia sialis x mexicana,Eastern x Western Bluebird (hybrid),x00972,hybrid,28143.0,WEBL EABL,SIME SISI,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Sialia sialis x currucoides,Eastern x Mountain Bluebird (hybrid),x00864,hybrid,28145.0,MOBL EABL,SICU SISI,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Sialia mexicana x currucoides,Western x Mountain Bluebird (hybrid),x00204,hybrid,28146.0,WEBL MOBL,SIME SICU,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Catharus fuscescens x bicknelli,Veery x Bicknell's Thrush (hybrid),x00865,hybrid,28322.0,BITH VEER,CAFU CABI,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Turdus olivaceus x smithi,Olive x Karoo Thrush (hybrid),x01034,hybrid,28495.0,OLTH KATH SAOT,TUSM TUOL,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Turdus dissimilis x cardis,Black-breasted x Japanese Thrush (hybrid),x01043,hybrid,28512.0,JATH BBTH,TUCA TUDI,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Turdus atrogularis x ruficollis,Black-throated x Red-throated Thrush (hybrid),x00644,hybrid,28604.0,RTTH BTTH,TUAT TURU,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Turdus atrogularis x naumanni,Black-throated x Naumann's Thrush (hybrid),x01137,hybrid,28608.0,BTTH NATH,TUAT TUNA,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Turdus ruficollis x naumanni,Red-throated x Naumann's Thrush (hybrid),x01199,hybrid,28609.0,RTTH NATH,TUNA TURU,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Turdus eunomus x naumanni,Dusky x Naumann's Thrush (hybrid),x00973,hybrid,28610.0,DUTH NATH,TUEU TUNA,,Passeriformes,Thrushes and Allies,Turdidae,,,,turdid1
Cyornis poliogenys x tickelliae,Pale-chinned x Tickell's Blue Flycatcher (hybrid),x00927,hybrid,29155.0,PCFL TBFL,CYTI CYPO,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Cossypha natalensis x dichroa,Red-capped x Chorister Robin-Chat (hybrid),x01214,hybrid,29236.0,RCRC CHRC CRCH,CONA CODI,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Luscinia luscinia x megarhynchos,Thrush x Common Nightingale (hybrid),x01010,hybrid,29398.0,CONI THNI,LULU LUME,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Ficedula semitorquata x hypoleuca,Semicollared x European Pied Flycatcher (hybrid),x00471,hybrid,29562.0,SCFL EPFL PIFL SEFL,FIHY FISE,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Ficedula semitorquata x albicollis,Semicollared x Collared Flycatcher (hybrid),x00472,hybrid,29566.0,SCFL COFL SEFL,FISE FIAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Ficedula hypoleuca x albicollis,European Pied x Collared Flycatcher (hybrid),x00817,hybrid,29567.0,EPFL COFL PIFL,FIHY FIAL,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Phoenicurus phoenicurus x ochruros,Common x Black Redstart (hybrid),x00745,hybrid,29628.0,CORE CRET BLRE,PHOC PHPH,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Phoenicurus phoenicurus x Saxicola rubetra,Common Redstart x Whinchat (hybrid),x00818,hybrid,29667.0,CORE CRET WHIN,PHPH SARU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Saxicola rubetra x maurus,Whinchat x Siberian Stonechat (hybrid),x01161,hybrid,29684.0,SIST COST ASST WHIN,SAMA SARU,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Oenanthe melanoleuca x pleschanka,Eastern Black-eared x Pied Wheatear (hybrid),x00771,hybrid,29810.0,PIWH EBEW BEWH,OEPL OEME,,Passeriformes,Old World Flycatchers,Muscicapidae,,,,muscic3
Bombycilla garrulus x cedrorum,Bohemian x Cedar Waxwing (hybrid),x01246,hybrid,29889.0,BOWA CEDW CEWA,BOGA BOCE,,Passeriformes,Waxwings,Bombycillidae,,,,bombyc1
Cinnyris pulchellus x melanogastrus,Beautiful x Gorgeous Sunbird (hybrid),x01200,hybrid,30392.0,BESU GOSU,CIPU CIME,,Passeriformes,Sunbirds and Spiderhunters,Nectariniidae,,,,nectar1
Ploceus brachypterus x nigricollis,Olive-naped x Black-necked Weaver (hybrid),bknwea3,hybrid,30784.0,ONWE BNWE,PLBR PLNI,,Passeriformes,Weavers and Allies,Ploceidae,,,,plocei1
Stizoptera bichenovii x Taeniopygia guttata,Double-barred x Zebra Finch (hybrid),x00906,hybrid,31039.0,SZFI DBFI TZFI ZEFI,TAGU STBI,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Mayrimunia tristissima x leucosticta,Streak-headed x White-spotted Munia (hybrid),x00473,hybrid,31074.0,WSMA SHMU WSMU SHMA,MATR MALE,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Lonchura punctulata x striata,Scaly-breasted x White-rumped Munia (hybrid),x01069,hybrid,31104.0,SBMU WRMU,LOPU LOST,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Lonchura punctulata x atricapilla,Scaly-breasted x Chestnut Munia (hybrid),x01174,hybrid,31129.0,SBMU CHMU,LOAT LOPU,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Lonchura malacca x atricapilla,Tricolored x Chestnut Munia (hybrid),x00932,hybrid,31130.0,TRMU CHMU,LOMA LOAT,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Lonchura caniceps x castaneothorax,Gray-headed x Chestnut-breasted Munia (hybrid),x01075,hybrid,31168.0,GHMU CBMU CBMA GHMA,LOCA,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Lonchura flaviprymna x castaneothorax,Yellow-rumped x Chestnut-breasted Munia (hybrid),x00936,hybrid,31169.0,YRMU CBMU CBMA YRMA,LOCA LOFL,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Amadina fasciata x erythrocephala,Cut-throat x Red-headed Finch (hybrid),x01247,hybrid,31347.0,CUTH CTFI CUTT RHFI,AMFA AMER,,Passeriformes,Waxbills and Allies,Estrildidae,,,,estril1
Passer domesticus x italiae,House x Italian Sparrow (hybrid),x00873,hybrid,31550.0,HOSP ITSP,PADO PAIT,,Passeriformes,Old World Sparrows,Passeridae,,,,passer4
